gene	status	avg_log2FC	celltype	Dataset	ENTREZID
FLT3LG	Up	1.1021124488279963	C4_CD8 naive_SELL	GSE186267_Blood	2323
TNFAIP3	Up	1.0330592870779505	C4_CD8 naive_SELL	GSE186267_Blood	7128
IL32	Up	1.289848276213045	C4_CD8 naive_SELL	GSE186267_Blood	9235
OST4	Up	1.0221828190126323	C4_CD8 naive_SELL	GSE186267_Blood	100128731
PCBP2	Up	1.171158115901267	C4_CD8 naive_SELL	GSE186267_Blood	5094
HIST1H1E	Up	1.3592521222330312	C4_CD8 naive_SELL	GSE186267_Blood	NA
LINC02446	Down	-2.1762522941703755	C4_CD8 naive_SELL	GSE186267_Blood	101060038
EEF1G	Up	1.037099970248034	C4_CD8 naive_SELL	GSE186267_Blood	1937
CD74	Up	2.588006833369197	C4_CD8 naive_SELL	GSE186267_Blood	972
EMP3	Up	1.1467170165697578	C4_CD8 naive_SELL	GSE186267_Blood	2014
SSR4	Up	1.013179407037012	C4_CD8 naive_SELL	GSE186267_Blood	6748
CFL1	Up	1.132523345001481	C4_CD8 naive_SELL	GSE186267_Blood	1072
CD37	Up	1.1928831275594804	C4_CD8 naive_SELL	GSE186267_Blood	951
CD7	Up	1.173318813938366	C4_CD8 naive_SELL	GSE186267_Blood	924
RHOH	Up	1.0133635713987628	C4_CD8 naive_SELL	GSE186267_Blood	399
LTB	Up	1.413483544056639	C4_CD8 naive_SELL	GSE186267_Blood	4050
SNHG6	Up	1.100258469642195	C4_CD8 naive_SELL	GSE186267_Blood	641638
SARAF	Up	1.0542461998285475	C4_CD8 naive_SELL	GSE186267_Blood	51669
NME2	Up	1.0384803282990525	C4_CD8 naive_SELL	GSE186267_Blood	4831
SKP1	Down	-1.3531112513009074	C4_CD8 naive_SELL	GSE186267_Blood	6500
IFITM2	Up	1.0667110741350032	C4_CD8 naive_SELL	GSE186267_Blood	10581
TOB1	Up	1.0654056412441837	C4_CD8 naive_SELL	GSE186267_Blood	10140
MIF	Up	1.0478328134940744	C4_CD8 naive_SELL	GSE186267_Blood	4282
CCNI	Up	1.0134906863424749	C4_CD8 naive_SELL	GSE186267_Blood	10983
MT2A	Up	1.538227667864961	C4_CD8 naive_SELL	GSE186267_Blood	4502
RPL27A	Up	1.214693898440287	C4_CD8 naive_SELL	GSE186267_Blood	6157
TLE5	Up	1.0087123254664112	C4_CD8 naive_SELL	GSE186267_Blood	166
HSPB1	Up	1.2015680116045606	C4_CD8 naive_SELL	GSE186267_Blood	3315
COX6C	Down	-1.1446239773637292	C4_CD8 naive_SELL	GSE186267_Blood	1345
UBB	Up	1.2626877373708176	C4_CD8 naive_SELL	GSE186267_Blood	7314
BTG1	Up	1.037659816484546	C4_CD8 naive_SELL	GSE186267_Blood	694
SELL	Down	-1.2129125230348503	C4_CD8 naive_SELL	GSE186267_Blood	6402
ATP5MD	Down	-1.3685189988332578	C4_CD8 naive_SELL	GSE186267_Blood	NA
CALM2	Down	-1.3306031819986253	C4_CD8 naive_SELL	GSE186267_Blood	805
TRBV12-4	Up	1.5379441063166193	C4_CD8 naive_SELL	GSE186267_Blood	28576
SUB1	Down	-1.1926055012136865	C4_CD8 naive_SELL	GSE186267_Blood	10923
ATP8	Down	-1.629182025068229	C4_CD8 naive_SELL	GSE186267_Blood	4509
OXNAD1	Down	-1.694883938264414	C4_CD8 naive_SELL	GSE186267_Blood	92106
LINC00861	Down	-1.505071033657774	C4_CD8 naive_SELL	GSE186267_Blood	100130231
SEC62	Down	-1.2877968489728204	C4_CD8 naive_SELL	GSE186267_Blood	7095
ATP5MPL	Down	-1.2698728603237723	C4_CD8 naive_SELL	GSE186267_Blood	NA
SEPTIN7	Down	-1.1716386355593775	C4_CD8 naive_SELL	GSE186267_Blood	989
RPL39	Down	-1.8389495992853773	C5_B_memory_CXCR4	GSE186267_Blood	6170
RPS27A	Down	-1.6573265950866052	C5_B_memory_CXCR4	GSE186267_Blood	6233
RPS15A	Down	-1.6897935058947675	C5_B_memory_CXCR4	GSE186267_Blood	6210
RPL34	Down	-1.649217752438397	C5_B_memory_CXCR4	GSE186267_Blood	6164
RPS3A	Down	-1.7304925382093677	C5_B_memory_CXCR4	GSE186267_Blood	6189
RPS27	Down	-1.601289871546676	C5_B_memory_CXCR4	GSE186267_Blood	6232
RPL26	Down	-1.4799517119525456	C5_B_memory_CXCR4	GSE186267_Blood	6154
RPL21	Down	-1.5685908244059794	C5_B_memory_CXCR4	GSE186267_Blood	6144
RPS24	Down	-1.6245951412963686	C5_B_memory_CXCR4	GSE186267_Blood	6229
RPL9	Down	-1.5711394748233083	C5_B_memory_CXCR4	GSE186267_Blood	6133
RPS29	Down	-2.2528652282511685	C5_B_memory_CXCR4	GSE186267_Blood	6235
B2M	Down	-1.5120819697344017	C5_B_memory_CXCR4	GSE186267_Blood	567
CO2	Down	-1.5263267569822316	C5_B_memory_CXCR4	GSE186267_Blood	NA
ND3	Down	-1.8199286595860211	C5_B_memory_CXCR4	GSE186267_Blood	4537
ND4	Down	-2.008289119835147	C5_B_memory_CXCR4	GSE186267_Blood	4538
CYB	Down	-1.5853634882419376	C5_B_memory_CXCR4	GSE186267_Blood	NA
ND4L	Down	-1.4412587176511362	C5_B_memory_CXCR4	GSE186267_Blood	4539
RPL35A	Down	-1.0608780010381338	C5_B_memory_CXCR4	GSE186267_Blood	6165
RPL22	Down	-1.253205383780437	C5_B_memory_CXCR4	GSE186267_Blood	6146
RPS14	Up	1.2155313320469243	C5_B_memory_CXCR4	GSE186267_Blood	6208
ATP6	Down	-1.5858387281986284	C5_B_memory_CXCR4	GSE186267_Blood	4508
RPS19	Up	1.2939763103215176	C5_B_memory_CXCR4	GSE186267_Blood	6223
RPL28	Up	1.0389720769145008	C5_B_memory_CXCR4	GSE186267_Blood	6158
ND2	Down	-1.9262531533981977	C5_B_memory_CXCR4	GSE186267_Blood	4536
FAU	Up	1.1583473547406822	C5_B_memory_CXCR4	GSE186267_Blood	2197
CD74	Up	1.0597899267588016	C5_B_memory_CXCR4	GSE186267_Blood	972
FTH1	Up	1.583323986754941	C5_B_memory_CXCR4	GSE186267_Blood	2495
HLA-DRB1	Up	1.4496328893438737	C5_B_memory_CXCR4	GSE186267_Blood	3123
DUSP1	Up	1.9809553727744815	C5_B_memory_CXCR4	GSE186267_Blood	1843
PTPRCAP	Up	1.7071442906836587	C5_B_memory_CXCR4	GSE186267_Blood	5790
RPS15	Up	1.0152678748147848	C5_B_memory_CXCR4	GSE186267_Blood	6209
RPL7	Down	-1.617020545939281	C5_B_memory_CXCR4	GSE186267_Blood	6129
LAPTM5	Up	1.568498750666063	C5_B_memory_CXCR4	GSE186267_Blood	7805
EIF1	Up	1.347169846707076	C5_B_memory_CXCR4	GSE186267_Blood	10209
RPLP0	Up	1.2325892365056887	C5_B_memory_CXCR4	GSE186267_Blood	6175
EZR	Up	1.616654339131004	C5_B_memory_CXCR4	GSE186267_Blood	7430
HLA-B	Up	1.4558826645101075	C5_B_memory_CXCR4	GSE186267_Blood	3106
HLA-DQB1	Up	1.563380444969816	C5_B_memory_CXCR4	GSE186267_Blood	3119
ARHGDIA	Up	1.2574417998667662	C5_B_memory_CXCR4	GSE186267_Blood	396
FOS	Up	2.178978830577045	C5_B_memory_CXCR4	GSE186267_Blood	2353
S100A6	Up	1.566793757898401	C5_B_memory_CXCR4	GSE186267_Blood	6277
SNX9	Up	1.509888357423416	C5_B_memory_CXCR4	GSE186267_Blood	51429
RPL36	Up	1.071478422150749	C5_B_memory_CXCR4	GSE186267_Blood	25873
PCBP2	Up	1.3200284091908836	C5_B_memory_CXCR4	GSE186267_Blood	5094
JUNB	Up	1.7391010123592894	C5_B_memory_CXCR4	GSE186267_Blood	3726
CD37	Up	1.080088589147949	C5_B_memory_CXCR4	GSE186267_Blood	951
TSC22D3	Up	1.4290879393234754	C5_B_memory_CXCR4	GSE186267_Blood	1831
RPL35	Up	1.1534724634703315	C5_B_memory_CXCR4	GSE186267_Blood	11224
HLA-C	Up	1.439269091095455	C5_B_memory_CXCR4	GSE186267_Blood	3107
RPLP2	Up	1.0585626804281063	C5_B_memory_CXCR4	GSE186267_Blood	6181
CD79A	Up	1.3957904751958417	C5_B_memory_CXCR4	GSE186267_Blood	973
MAP3K8	Up	1.217540254831551	C5_B_memory_CXCR4	GSE186267_Blood	1326
ALDOA	Up	1.06331716011112	C5_B_memory_CXCR4	GSE186267_Blood	226
HNRNPA0	Up	1.1300475480314585	C5_B_memory_CXCR4	GSE186267_Blood	10949
EMP3	Up	1.9078212928098413	C5_B_memory_CXCR4	GSE186267_Blood	2014
EEF2	Up	1.3594790523119094	C5_B_memory_CXCR4	GSE186267_Blood	1938
RPS21	Up	1.0182954808485771	C5_B_memory_CXCR4	GSE186267_Blood	6227
LSP1	Up	1.291253277610351	C5_B_memory_CXCR4	GSE186267_Blood	4046
SMDT1	Up	1.0768525335646828	C5_B_memory_CXCR4	GSE186267_Blood	91689
UQCRB	Down	-1.7414702172054906	C5_B_memory_CXCR4	GSE186267_Blood	7381
EEF1G	Up	1.1131029185863084	C5_B_memory_CXCR4	GSE186267_Blood	1937
EIF3E	Down	-1.7464902197536536	C5_B_memory_CXCR4	GSE186267_Blood	3646
HIST1H1E	Up	1.4640040177130242	C5_B_memory_CXCR4	GSE186267_Blood	NA
RELB	Up	1.107669514940338	C5_B_memory_CXCR4	GSE186267_Blood	5971
RPS16	Up	1.0098614207645582	C5_B_memory_CXCR4	GSE186267_Blood	6217
NOP53	Up	1.1726353574160406	C5_B_memory_CXCR4	GSE186267_Blood	29997
TRBC2	Up	1.0327685605077874	C5_B_memory_CXCR4	GSE186267_Blood	28638
EIF5A	Up	1.1024993304138828	C5_B_memory_CXCR4	GSE186267_Blood	1984
SERF2	Up	1.1527828147312666	C5_B_memory_CXCR4	GSE186267_Blood	10169
CYBA	Up	1.1479513455516417	C5_B_memory_CXCR4	GSE186267_Blood	1535
H3F3B	Up	1.180129309887039	C5_B_memory_CXCR4	GSE186267_Blood	NA
BLK	Up	1.0270283525289368	C5_B_memory_CXCR4	GSE186267_Blood	640
PPP1R15A	Up	1.1720678205508288	C5_B_memory_CXCR4	GSE186267_Blood	23645
CD19	Up	1.0050706341205076	C5_B_memory_CXCR4	GSE186267_Blood	930
RHOB	Up	1.2998208699948803	C5_B_memory_CXCR4	GSE186267_Blood	388
LY6E	Up	1.156405580851964	C5_B_memory_CXCR4	GSE186267_Blood	4061
SNHG29	Up	1.116403768541414	C5_B_memory_CXCR4	GSE186267_Blood	125144
KLF2	Up	1.2904588225871516	C5_B_memory_CXCR4	GSE186267_Blood	10365
NFKBID	Up	1.009498452643633	C5_B_memory_CXCR4	GSE186267_Blood	84807
BTF3	Up	1.0198136443724697	C5_B_memory_CXCR4	GSE186267_Blood	689
UBC	Up	1.1708155624685732	C5_B_memory_CXCR4	GSE186267_Blood	7316
TMSB4X	Down	-1.0661562292616962	C5_B_memory_CXCR4	GSE186267_Blood	7114
NME2	Up	1.0814440350670795	C5_B_memory_CXCR4	GSE186267_Blood	4831
ND5	Down	-1.1581104804290656	C5_B_memory_CXCR4	GSE186267_Blood	4540
CIRBP	Up	1.0477370522527836	C5_B_memory_CXCR4	GSE186267_Blood	1153
SELL	Down	-2.026258037321174	C5_B_memory_CXCR4	GSE186267_Blood	6402
RBM3	Up	1.0418173667552693	C5_B_memory_CXCR4	GSE186267_Blood	5935
CALR	Up	1.0852718756687163	C5_B_memory_CXCR4	GSE186267_Blood	811
VIM	Up	1.233648821156858	C5_B_memory_CXCR4	GSE186267_Blood	7431
GAPDH	Up	1.1696129731522098	C5_B_memory_CXCR4	GSE186267_Blood	2597
IGHM	Up	1.1412998794604223	C5_B_memory_CXCR4	GSE186267_Blood	3507
HLA-DMA	Up	1.0163908807901652	C5_B_memory_CXCR4	GSE186267_Blood	3108
JUN	Up	1.3901100552166397	C5_B_memory_CXCR4	GSE186267_Blood	3725
HSPB1	Up	1.5578002635566888	C5_B_memory_CXCR4	GSE186267_Blood	3315
SON	Down	-1.4970051878987796	C5_B_memory_CXCR4	GSE186267_Blood	6651
S100A4	Up	1.0102485803067986	C5_B_memory_CXCR4	GSE186267_Blood	6275
HLA-DQA1	Up	1.0463375945931517	C5_B_memory_CXCR4	GSE186267_Blood	3117
KLF6	Up	1.1258464175811649	C5_B_memory_CXCR4	GSE186267_Blood	1316
CD83	Up	1.1961886746980168	C5_B_memory_CXCR4	GSE186267_Blood	9308
MEF2C	Down	-1.748230889345114	C5_B_memory_CXCR4	GSE186267_Blood	4208
SEC62	Down	-1.5556283723950064	C5_B_memory_CXCR4	GSE186267_Blood	7095
GAS5	Down	-1.432486730954213	C5_B_memory_CXCR4	GSE186267_Blood	60674
SKP1	Down	-1.361969588806041	C5_B_memory_CXCR4	GSE186267_Blood	6500
IGHA1	Up	1.0400636330071105	C5_B_memory_CXCR4	GSE186267_Blood	3493
CD69	Down	-1.67623744520946	C5_B_memory_CXCR4	GSE186267_Blood	969
EVI2B	Down	-1.642551423994499	C5_B_memory_CXCR4	GSE186267_Blood	2124
IGHV4-34	Up	3.423703441817715	C5_B_memory_CXCR4	GSE186267_Blood	28395
SEPTIN7	Down	-1.449757142605721	C5_B_memory_CXCR4	GSE186267_Blood	989
ATP8	Down	-1.7847199773567863	C5_B_memory_CXCR4	GSE186267_Blood	4509
SUB1	Down	-1.3210026994810884	C5_B_memory_CXCR4	GSE186267_Blood	10923
EIF4A2	Down	-1.588093709014668	C5_B_memory_CXCR4	GSE186267_Blood	1974
IGKV1-27	Up	4.018780058782433	C5_B_memory_CXCR4	GSE186267_Blood	28935
CALM2	Down	-1.272522554444495	C5_B_memory_CXCR4	GSE186267_Blood	805
COX6C	Down	-1.1212226442363913	C5_B_memory_CXCR4	GSE186267_Blood	1345
LDHB	Down	-1.680632937790632	C5_B_memory_CXCR4	GSE186267_Blood	3945
CD53	Down	-1.3581527139349174	C5_B_memory_CXCR4	GSE186267_Blood	963
ATP5MD	Down	-1.427351377690696	C5_B_memory_CXCR4	GSE186267_Blood	NA
RSL24D1	Down	-1.1436412083763636	C5_B_memory_CXCR4	GSE186267_Blood	51187
RBIS	Down	-1.362469876344693	C5_B_memory_CXCR4	GSE186267_Blood	401466
HSD17B11	Down	-1.3873965844514429	C5_B_memory_CXCR4	GSE186267_Blood	51170
NDUFB1	Down	-1.3499426550160671	C5_B_memory_CXCR4	GSE186267_Blood	4707
ZRANB2	Down	-1.236530149276834	C5_B_memory_CXCR4	GSE186267_Blood	9406
LINC02397	Down	-1.4186477165832492	C5_B_memory_CXCR4	GSE186267_Blood	100507616
DDX18	Down	-1.2365937833620504	C5_B_memory_CXCR4	GSE186267_Blood	8886
ATP5MPL	Down	-1.2170209736350868	C5_B_memory_CXCR4	GSE186267_Blood	NA
RPL22L1	Down	-1.031036782733316	C5_B_memory_CXCR4	GSE186267_Blood	200916
N4BP2L2	Down	-1.17838521607923	C5_B_memory_CXCR4	GSE186267_Blood	10443
JCHAIN	Down	-1.7066408671116595	C5_B_memory_CXCR4	GSE186267_Blood	3512
ARHGAP15	Down	-1.1605053520368651	C5_B_memory_CXCR4	GSE186267_Blood	55843
SH3BGRL	Down	-1.0063154897472095	C5_B_memory_CXCR4	GSE186267_Blood	6451
ANKRD49	Down	-1.2001040765983686	C5_B_memory_CXCR4	GSE186267_Blood	54851
NAP1L1	Down	-1.0663858513234694	C5_B_memory_CXCR4	GSE186267_Blood	4673
TMEM156	Down	-1.258191529667805	C5_B_memory_CXCR4	GSE186267_Blood	80008
SEC61G	Down	-1.0412166566141945	C5_B_memory_CXCR4	GSE186267_Blood	23480
CLEC2D	Down	-1.2869077796912274	C5_B_memory_CXCR4	GSE186267_Blood	29121
SNHG8	Down	-1.1204763570014855	C5_B_memory_CXCR4	GSE186267_Blood	100093630
BTLA	Down	-1.1134888902588806	C5_B_memory_CXCR4	GSE186267_Blood	151888
NDUFA5	Down	-1.1096561967431735	C5_B_memory_CXCR4	GSE186267_Blood	4698
ZCCHC10	Down	-1.090263139483407	C5_B_memory_CXCR4	GSE186267_Blood	54819
CAPZA1	Down	-1.1171209537954068	C5_B_memory_CXCR4	GSE186267_Blood	829
STAP1	Down	-1.0366595241726144	C5_B_memory_CXCR4	GSE186267_Blood	26228
MARCH1	Down	-1.0997686762059844	C5_B_memory_CXCR4	GSE186267_Blood	NA
PSMA2	Down	-1.091424199920416	C5_B_memory_CXCR4	GSE186267_Blood	5683
CHURC1	Down	-1.0541789680688702	C5_B_memory_CXCR4	GSE186267_Blood	91612
ZCCHC7	Down	-1.073381141235425	C5_B_memory_CXCR4	GSE186267_Blood	84186
CLEC2B	Down	-1.1426763818014614	C5_B_memory_CXCR4	GSE186267_Blood	9976
COX7B	Down	-1.0025706980666718	C5_B_memory_CXCR4	GSE186267_Blood	1349
BIRC3	Down	-1.0285389152191595	C5_B_memory_CXCR4	GSE186267_Blood	330
U2SURP	Down	-1.082280785180121	C5_B_memory_CXCR4	GSE186267_Blood	23350
ND3	Down	-2.3720535542536156	C2_CD16 Monocytes_LST1	GSE186267_Blood	4537
RPS24	Down	-1.567068817594528	C2_CD16 Monocytes_LST1	GSE186267_Blood	6229
RPL21	Down	-1.8250462413061035	C2_CD16 Monocytes_LST1	GSE186267_Blood	6144
RPL34	Down	-1.609378793759202	C2_CD16 Monocytes_LST1	GSE186267_Blood	6164
CO2	Down	-1.7909264267732716	C2_CD16 Monocytes_LST1	GSE186267_Blood	NA
RPL26	Down	-1.888895685036638	C2_CD16 Monocytes_LST1	GSE186267_Blood	6154
ATP6	Down	-2.032135722892826	C2_CD16 Monocytes_LST1	GSE186267_Blood	4508
ND2	Down	-2.026802675682871	C2_CD16 Monocytes_LST1	GSE186267_Blood	4536
RPS27	Down	-1.9424240436576208	C2_CD16 Monocytes_LST1	GSE186267_Blood	6232
RPS15A	Down	-1.614414631085932	C2_CD16 Monocytes_LST1	GSE186267_Blood	6210
CYB	Down	-2.2009430670983807	C2_CD16 Monocytes_LST1	GSE186267_Blood	NA
S100A6	Up	2.047553209504793	C2_CD16 Monocytes_LST1	GSE186267_Blood	6277
RPLP1	Up	1.5718268761875305	C2_CD16 Monocytes_LST1	GSE186267_Blood	6176
RPS27A	Down	-1.4705670640551576	C2_CD16 Monocytes_LST1	GSE186267_Blood	6233
SH3BGRL3	Up	1.499372597814478	C2_CD16 Monocytes_LST1	GSE186267_Blood	83442
RPL9	Down	-1.635639126276195	C2_CD16 Monocytes_LST1	GSE186267_Blood	6133
TMSB10	Up	1.0728413345069976	C2_CD16 Monocytes_LST1	GSE186267_Blood	9168
FTH1	Up	1.9189830172785731	C2_CD16 Monocytes_LST1	GSE186267_Blood	2495
RPS3A	Down	-1.470574123242396	C2_CD16 Monocytes_LST1	GSE186267_Blood	6189
RPL28	Up	1.2687790093634348	C2_CD16 Monocytes_LST1	GSE186267_Blood	6158
ND4	Down	-1.7955086446794262	C2_CD16 Monocytes_LST1	GSE186267_Blood	4538
B2M	Down	-1.7660011367629007	C2_CD16 Monocytes_LST1	GSE186267_Blood	567
S100A4	Up	1.719707893186892	C2_CD16 Monocytes_LST1	GSE186267_Blood	6275
FAU	Up	1.4420743203187527	C2_CD16 Monocytes_LST1	GSE186267_Blood	2197
RPL39	Down	-1.2858920010044272	C2_CD16 Monocytes_LST1	GSE186267_Blood	6170
SERF2	Up	1.8697321241512452	C2_CD16 Monocytes_LST1	GSE186267_Blood	10169
RPS29	Down	-2.1110210437248007	C2_CD16 Monocytes_LST1	GSE186267_Blood	6235
ND4L	Down	-2.8054941526192296	C2_CD16 Monocytes_LST1	GSE186267_Blood	4539
ND5	Down	-2.2227234721574125	C2_CD16 Monocytes_LST1	GSE186267_Blood	4540
NCF1	Up	2.016882239337432	C2_CD16 Monocytes_LST1	GSE186267_Blood	653361
RPS28	Up	1.5000207147506943	C2_CD16 Monocytes_LST1	GSE186267_Blood	6234
RPL36	Up	1.3588242427469912	C2_CD16 Monocytes_LST1	GSE186267_Blood	25873
CTSS	Down	-1.5885438621485828	C2_CD16 Monocytes_LST1	GSE186267_Blood	1520
RPS15	Up	1.2077497829999078	C2_CD16 Monocytes_LST1	GSE186267_Blood	6209
UQCRB	Down	-1.764255150012041	C2_CD16 Monocytes_LST1	GSE186267_Blood	7381
IFI27	Up	4.379580977146076	C2_CD16 Monocytes_LST1	GSE186267_Blood	3429
MT2A	Up	2.726489942931517	C2_CD16 Monocytes_LST1	GSE186267_Blood	4502
FCER1G	Down	-1.4557609022954567	C2_CD16 Monocytes_LST1	GSE186267_Blood	2207
PTPRC	Down	-2.104594262205189	C2_CD16 Monocytes_LST1	GSE186267_Blood	5788
CO1	Down	-1.3293923531732448	C2_CD16 Monocytes_LST1	GSE186267_Blood	NA
NAP1L1	Down	-1.9872216416394577	C2_CD16 Monocytes_LST1	GSE186267_Blood	4673
GAPDH	Up	1.755531953920336	C2_CD16 Monocytes_LST1	GSE186267_Blood	2597
RPLP2	Up	1.452152737597194	C2_CD16 Monocytes_LST1	GSE186267_Blood	6181
APOBEC3A	Up	2.1633770225399056	C2_CD16 Monocytes_LST1	GSE186267_Blood	200315
S100A9	Up	3.31248012837192	C2_CD16 Monocytes_LST1	GSE186267_Blood	6280
TMSB4X	Down	-1.0240531646654425	C2_CD16 Monocytes_LST1	GSE186267_Blood	7114
RPL19	Up	1.0850066403832308	C2_CD16 Monocytes_LST1	GSE186267_Blood	6143
FTL	Up	1.3924411042653748	C2_CD16 Monocytes_LST1	GSE186267_Blood	2512
RPS14	Up	1.1292716002266472	C2_CD16 Monocytes_LST1	GSE186267_Blood	6208
TYROBP	Up	1.1937524862644766	C2_CD16 Monocytes_LST1	GSE186267_Blood	7305
FCGR3A	Down	-1.8617945324546945	C2_CD16 Monocytes_LST1	GSE186267_Blood	2214
CALM2	Down	-2.029121966291694	C2_CD16 Monocytes_LST1	GSE186267_Blood	805
TCIRG1	Up	1.5772763729146957	C2_CD16 Monocytes_LST1	GSE186267_Blood	10312
EVI2B	Down	-1.8280208269753484	C2_CD16 Monocytes_LST1	GSE186267_Blood	2124
OAZ1	Up	1.071006021947762	C2_CD16 Monocytes_LST1	GSE186267_Blood	4946
RPL18	Up	1.1641314141481511	C2_CD16 Monocytes_LST1	GSE186267_Blood	6141
SLC43A2	Up	1.622331332361954	C2_CD16 Monocytes_LST1	GSE186267_Blood	124935
RPS6	Down	-1.3869270175310953	C2_CD16 Monocytes_LST1	GSE186267_Blood	6194
RPS8	Up	1.1288353343429165	C2_CD16 Monocytes_LST1	GSE186267_Blood	6202
ATP8	Down	-2.665040304569769	C2_CD16 Monocytes_LST1	GSE186267_Blood	4509
RPL7	Down	-1.276254592801322	C2_CD16 Monocytes_LST1	GSE186267_Blood	6129
AP2S1	Up	1.6991122323764292	C2_CD16 Monocytes_LST1	GSE186267_Blood	1175
TXNDC17	Up	1.535780692402316	C2_CD16 Monocytes_LST1	GSE186267_Blood	84817
ELOB	Up	1.219025721440214	C2_CD16 Monocytes_LST1	GSE186267_Blood	6923
TYMP	Up	1.9558409166371609	C2_CD16 Monocytes_LST1	GSE186267_Blood	1890
UQCR11	Up	1.4899569968093431	C2_CD16 Monocytes_LST1	GSE186267_Blood	10975
COX5B	Up	1.3956712837110394	C2_CD16 Monocytes_LST1	GSE186267_Blood	1329
COX8A	Up	1.483033802315295	C2_CD16 Monocytes_LST1	GSE186267_Blood	1351
IFITM2	Up	1.283028081764213	C2_CD16 Monocytes_LST1	GSE186267_Blood	10581
TSPO	Up	1.215057956017214	C2_CD16 Monocytes_LST1	GSE186267_Blood	706
RPS25	Down	-1.0862571463915196	C2_CD16 Monocytes_LST1	GSE186267_Blood	6230
EMP3	Up	1.3717581191584085	C2_CD16 Monocytes_LST1	GSE186267_Blood	2014
CASP1	Down	-2.0378711119158037	C2_CD16 Monocytes_LST1	GSE186267_Blood	834
MRPL41	Up	1.3093906194036875	C2_CD16 Monocytes_LST1	GSE186267_Blood	64975
RELB	Up	1.322412315895456	C2_CD16 Monocytes_LST1	GSE186267_Blood	5971
MS4A7	Down	-1.8331512891859545	C2_CD16 Monocytes_LST1	GSE186267_Blood	58475
C4orf48	Up	1.409183885992734	C2_CD16 Monocytes_LST1	GSE186267_Blood	NA
ATOX1	Up	1.24175667203997	C2_CD16 Monocytes_LST1	GSE186267_Blood	475
RETN	Up	1.1329692170506918	C2_CD16 Monocytes_LST1	GSE186267_Blood	56729
ATP6V1F	Up	1.3057451259356443	C2_CD16 Monocytes_LST1	GSE186267_Blood	9296
TXNIP	Down	-1.6016233374027615	C2_CD16 Monocytes_LST1	GSE186267_Blood	10628
ATP2B1-AS1	Up	1.709213547394044	C2_CD16 Monocytes_LST1	GSE186267_Blood	338758
TLE3	Up	1.2147442881696375	C2_CD16 Monocytes_LST1	GSE186267_Blood	7090
PSME2	Up	1.479694195713274	C2_CD16 Monocytes_LST1	GSE186267_Blood	5721
IGHA1	Up	1.0379375277367942	C2_CD16 Monocytes_LST1	GSE186267_Blood	3493
CTSD	Up	1.345627974142024	C2_CD16 Monocytes_LST1	GSE186267_Blood	1509
AREG	Up	1.6332650678136869	C2_CD16 Monocytes_LST1	GSE186267_Blood	374
COX7A2	Down	-1.4236752762741678	C2_CD16 Monocytes_LST1	GSE186267_Blood	1347
CD14	Up	1.6184225762955	C2_CD16 Monocytes_LST1	GSE186267_Blood	929
MRPL23	Up	1.1894634700589366	C2_CD16 Monocytes_LST1	GSE186267_Blood	6150
EIF3E	Down	-1.783965649026422	C2_CD16 Monocytes_LST1	GSE186267_Blood	3646
C4orf3	Up	1.303101995814593	C2_CD16 Monocytes_LST1	GSE186267_Blood	401152
CD63	Up	1.445050874180179	C2_CD16 Monocytes_LST1	GSE186267_Blood	967
COX14	Up	1.086049637339012	C2_CD16 Monocytes_LST1	GSE186267_Blood	84987
CDKN1A	Up	1.2377374385085975	C2_CD16 Monocytes_LST1	GSE186267_Blood	1026
FLNA	Up	1.3072436548675883	C2_CD16 Monocytes_LST1	GSE186267_Blood	2316
IFITM3	Up	1.6934634253905427	C2_CD16 Monocytes_LST1	GSE186267_Blood	10410
UPP1	Up	1.0884037191376104	C2_CD16 Monocytes_LST1	GSE186267_Blood	7378
S100A11	Up	1.0095230896997591	C2_CD16 Monocytes_LST1	GSE186267_Blood	6282
ATP5MPL	Down	-1.2619635546682422	C2_CD16 Monocytes_LST1	GSE186267_Blood	NA
RPS21	Up	1.053319242127876	C2_CD16 Monocytes_LST1	GSE186267_Blood	6227
GRN	Up	1.487199709549904	C2_CD16 Monocytes_LST1	GSE186267_Blood	2896
SPI1	Up	1.2360383330455869	C2_CD16 Monocytes_LST1	GSE186267_Blood	6688
ANPEP	Up	1.0770877063480937	C2_CD16 Monocytes_LST1	GSE186267_Blood	290
ZNF593	Up	1.0564291044868004	C2_CD16 Monocytes_LST1	GSE186267_Blood	51042
SON	Down	-1.4270806216729466	C2_CD16 Monocytes_LST1	GSE186267_Blood	6651
TMEM160	Up	1.1497046258048509	C2_CD16 Monocytes_LST1	GSE186267_Blood	54958
PRELID1	Up	1.099735362560783	C2_CD16 Monocytes_LST1	GSE186267_Blood	27166
EEF1D	Up	1.1493746393067323	C2_CD16 Monocytes_LST1	GSE186267_Blood	1936
WAS	Up	1.2624407369062098	C2_CD16 Monocytes_LST1	GSE186267_Blood	7454
ROMO1	Up	1.142942070443376	C2_CD16 Monocytes_LST1	GSE186267_Blood	140823
SRA1	Up	1.0387920021914805	C2_CD16 Monocytes_LST1	GSE186267_Blood	10011
SKP1	Down	-1.3548581931345578	C2_CD16 Monocytes_LST1	GSE186267_Blood	6500
FOS	Up	1.6247327199861168	C2_CD16 Monocytes_LST1	GSE186267_Blood	2353
CLTB	Up	1.2784090510056925	C2_CD16 Monocytes_LST1	GSE186267_Blood	1212
