gene	status	avg_log2FC	celltype	Dataset	ENTREZID
HSPA5	Up	1.1939457787421557	C7_Macrophages_C1QA	GSE145926	3309
IFITM2	Up	2.689605472025503	C7_Macrophages_C1QA	GSE145926	10581
IFITM1	Up	3.40709705370181	C7_Macrophages_C1QA	GSE145926	8519
IFITM3	Up	3.983138537309537	C7_Macrophages_C1QA	GSE145926	10410
IRF7	Up	1.8802150424752289	C7_Macrophages_C1QA	GSE145926	3665
RPLP2	Down	-1.3922620561393892	C7_Macrophages_C1QA	GSE145926	6181
RPL27A	Down	-2.391319124969314	C7_Macrophages_C1QA	GSE145926	6157
MTRNR2L8	Up	1.0612130497273011	C7_Macrophages_C1QA	GSE145926	100463486
UBE2L6	Up	1.5632715942172162	C7_Macrophages_C1QA	GSE145926	9246
MS4A6A	Up	1.1607153722689345	C7_Macrophages_C1QA	GSE145926	64231
ESRRA	Down	-1.136048864021021	C7_Macrophages_C1QA	GSE145926	2101
NDUFC2	Down	-1.0099961127136707	C7_Macrophages_C1QA	GSE145926	4718
RPS25	Down	-1.1871882699897425	C7_Macrophages_C1QA	GSE145926	6230
KLF6	Up	2.212032828029185	C7_Macrophages_C1QA	GSE145926	1316
SRGN	Up	1.0212907055432154	C7_Macrophages_C1QA	GSE145926	5552
IFIT2	Up	3.4086364823532485	C7_Macrophages_C1QA	GSE145926	3433
IFIT3	Up	2.924221349420504	C7_Macrophages_C1QA	GSE145926	3437
IFIT1	Up	3.329585366573923	C7_Macrophages_C1QA	GSE145926	3434
NDUFB8	Down	-1.3272637908565412	C7_Macrophages_C1QA	GSE145926	4714
CD9	Down	-1.2031721998847091	C7_Macrophages_C1QA	GSE145926	928
GAPDH	Up	1.2204569226056954	C7_Macrophages_C1QA	GSE145926	2597
CD163	Up	1.3439298653175549	C7_Macrophages_C1QA	GSE145926	9332
CLEC12A	Down	-1.1260365206031686	C7_Macrophages_C1QA	GSE145926	160364
EMP1	Up	1.6106907656978615	C7_Macrophages_C1QA	GSE145926	2012
TMBIM4	Down	-1.461416178349837	C7_Macrophages_C1QA	GSE145926	51643
LYZ	Down	-2.7162584616739944	C7_Macrophages_C1QA	GSE145926	4069
DUSP6	Up	1.2291965369577005	C7_Macrophages_C1QA	GSE145926	1848
LTA4H	Down	-1.503319006425404	C7_Macrophages_C1QA	GSE145926	4048
OAS1	Up	1.6743246473330031	C7_Macrophages_C1QA	GSE145926	4938
OAS3	Up	1.3548847012570433	C7_Macrophages_C1QA	GSE145926	4940
OAS2	Up	1.2339798439766885	C7_Macrophages_C1QA	GSE145926	4939
SDS	Up	1.4250240035149104	C7_Macrophages_C1QA	GSE145926	10993
OASL	Up	1.5506223029820276	C7_Macrophages_C1QA	GSE145926	8638
RPL21	Down	-2.420030817813539	C7_Macrophages_C1QA	GSE145926	6144
ALOX5AP	Down	-1.7269704087166375	C7_Macrophages_C1QA	GSE145926	241
EPSTI1	Up	1.2677942078361015	C7_Macrophages_C1QA	GSE145926	94240
TNFSF13B	Up	1.7401499964970708	C7_Macrophages_C1QA	GSE145926	10673
RNASE1	Up	2.1626567382896047	C7_Macrophages_C1QA	GSE145926	6035
PSMA6	Up	1.4209239344164837	C7_Macrophages_C1QA	GSE145926	5687
NFKBIA	Up	1.83622965232756	C7_Macrophages_C1QA	GSE145926	4792
RPS29	Down	-1.7173595468319438	C7_Macrophages_C1QA	GSE145926	6235
GCH1	Up	1.0134539585231837	C7_Macrophages_C1QA	GSE145926	2643
HIF1A	Up	1.103879338991561	C7_Macrophages_C1QA	GSE145926	3091
CALM1	Up	1.103954688653785	C7_Macrophages_C1QA	GSE145926	801
NDUFB1	Down	-1.0388092545532728	C7_Macrophages_C1QA	GSE145926	4707
LGMN	Up	2.370401528771799	C7_Macrophages_C1QA	GSE145926	5641
IFI27	Up	2.2337072798761803	C7_Macrophages_C1QA	GSE145926	3429
WARS	Up	1.1932133356097965	C7_Macrophages_C1QA	GSE145926	NA
CRIP1	Down	-2.3760564998933185	C7_Macrophages_C1QA	GSE145926	1396
C15orf48	Up	1.7632789530236848	C7_Macrophages_C1QA	GSE145926	84419
AQP9	Up	1.1106975743035388	C7_Macrophages_C1QA	GSE145926	366
PPIB	Up	1.0972005742767297	C7_Macrophages_C1QA	GSE145926	5479
BCL2A1	Up	1.4958904538827786	C7_Macrophages_C1QA	GSE145926	597
RPS17	Down	-2.8387216626722065	C7_Macrophages_C1QA	GSE145926	6218
ISG20	Up	2.312836253684152	C7_Macrophages_C1QA	GSE145926	3669
RPS2	Down	-1.0129862235320624	C7_Macrophages_C1QA	GSE145926	6187
ATP6V0C	Up	2.784698619400899	C7_Macrophages_C1QA	GSE145926	527
SOCS1	Up	1.14188807026583	C7_Macrophages_C1QA	GSE145926	8651
RPS15A	Down	-1.0540969798896898	C7_Macrophages_C1QA	GSE145926	6210
ARL6IP1	Down	-1.0356750196298403	C7_Macrophages_C1QA	GSE145926	23204
ALDOA	Up	1.8320604929538056	C7_Macrophages_C1QA	GSE145926	226
MT2A	Up	2.7322051152618627	C7_Macrophages_C1QA	GSE145926	4502
MT1M	Up	1.2531555941717407	C7_Macrophages_C1QA	GSE145926	4499
MT1F	Up	1.3620372975066335	C7_Macrophages_C1QA	GSE145926	4494
MT1G	Up	2.482722038517619	C7_Macrophages_C1QA	GSE145926	4495
MT1X	Up	2.3299084246516877	C7_Macrophages_C1QA	GSE145926	4501
CKLF	Down	-1.037729057841616	C7_Macrophages_C1QA	GSE145926	51192
RPL13	Down	-1.019384892600781	C7_Macrophages_C1QA	GSE145926	6137
XAF1	Up	1.3988826860787866	C7_Macrophages_C1QA	GSE145926	54739
TNFSF13	Up	1.0797059963425455	C7_Macrophages_C1QA	GSE145926	8741
CD68	Up	1.0161748112136155	C7_Macrophages_C1QA	GSE145926	968
RPL26	Down	-1.717259052340033	C7_Macrophages_C1QA	GSE145926	6154
UBB	Down	-1.122534271492906	C7_Macrophages_C1QA	GSE145926	7314
RPL23A	Down	-1.3773178276316855	C7_Macrophages_C1QA	GSE145926	6147
TAOK1	Up	4.02363553161827	C7_Macrophages_C1QA	GSE145926	57551
CCL2	Up	5.376453413749962	C7_Macrophages_C1QA	GSE145926	6347
CCL7	Up	2.530157994459253	C7_Macrophages_C1QA	GSE145926	6354
CCL8	Up	3.756188901025384	C7_Macrophages_C1QA	GSE145926	6355
CCL18	Up	2.421430661151632	C7_Macrophages_C1QA	GSE145926	6362
CCL3	Up	2.3109963901123756	C7_Macrophages_C1QA	GSE145926	6348
CCL4	Up	2.2786323300597338	C7_Macrophages_C1QA	GSE145926	6351
CCL3L1	Up	1.9449774031534215	C7_Macrophages_C1QA	GSE145926	6349
CCL4L2	Up	2.0821686088470455	C7_Macrophages_C1QA	GSE145926	9560
RPL23	Down	-1.722770395948254	C7_Macrophages_C1QA	GSE145926	9349
RPL27	Down	-1.3179192172784884	C7_Macrophages_C1QA	GSE145926	6155
IFI35	Up	1.2215910895911974	C7_Macrophages_C1QA	GSE145926	3430
NME2	Up	1.911132320932111	C7_Macrophages_C1QA	GSE145926	4831
SNHG25	Down	-2.0470710200847595	C7_Macrophages_C1QA	GSE145926	105376843
RPL38	Down	-1.4459270406167977	C7_Macrophages_C1QA	GSE145926	6169
CD300E	Up	1.062743287653845	C7_Macrophages_C1QA	GSE145926	342510
H3F3B	Up	1.731685774721981	C7_Macrophages_C1QA	GSE145926	NA
RNF213	Up	1.555826469193255	C7_Macrophages_C1QA	GSE145926	57674
RPL17	Down	-2.21851239810716	C7_Macrophages_C1QA	GSE145926	6139
SIGLEC1	Up	1.247660625368617	C7_Macrophages_C1QA	GSE145926	6614
MAFB	Up	2.0074468359260447	C7_Macrophages_C1QA	GSE145926	9935
ZNFX1	Up	1.0241985960806936	C7_Macrophages_C1QA	GSE145926	57169
NDUFA11	Down	-1.3691722992816284	C7_Macrophages_C1QA	GSE145926	126328
RETN	Down	-2.332392487670708	C7_Macrophages_C1QA	GSE145926	56729
IER2	Up	1.0909007462530531	C7_Macrophages_C1QA	GSE145926	9592
TPM4	Up	1.5288019369578456	C7_Macrophages_C1QA	GSE145926	7171
RAB8A	Up	1.0601795599334871	C7_Macrophages_C1QA	GSE145926	4218
IFI30	Up	2.4245662755161055	C7_Macrophages_C1QA	GSE145926	10437
UBA52	Down	-1.0341820944141835	C7_Macrophages_C1QA	GSE145926	7311
NDUFA13	Down	-1.1670177777140684	C7_Macrophages_C1QA	GSE145926	51079
ZFP36	Up	1.2558706453276456	C7_Macrophages_C1QA	GSE145926	7538
RPS16	Down	-1.1694836196846763	C7_Macrophages_C1QA	GSE145926	6217
NAPA	Up	1.1359402491832065	C7_Macrophages_C1QA	GSE145926	8775
PPP1R15A	Up	1.049293628583592	C7_Macrophages_C1QA	GSE145926	23645
RPL13A	Down	-2.409980585106031	C7_Macrophages_C1QA	GSE145926	23521
RPS11	Down	-1.340781078702867	C7_Macrophages_C1QA	GSE145926	6205
ATF5	Up	1.0868350887928544	C7_Macrophages_C1QA	GSE145926	22809
FPR3	Up	1.4010922891605355	C7_Macrophages_C1QA	GSE145926	2359
LILRB4	Up	1.1192404832065173	C7_Macrophages_C1QA	GSE145926	11006
USP18	Up	1.0513319998965105	C7_Macrophages_C1QA	GSE145926	11274
MIF	Up	1.072436379789918	C7_Macrophages_C1QA	GSE145926	4282
HMOX1	Up	1.680650518604078	C7_Macrophages_C1QA	GSE145926	3162
APOBEC3A	Up	2.5079777138077284	C7_Macrophages_C1QA	GSE145926	200315
RPL3	Down	-1.1295593286139312	C7_Macrophages_C1QA	GSE145926	6122
TSPO	Down	-1.0555583040117296	C7_Macrophages_C1QA	GSE145926	706
PIM3	Up	1.0319423044420089	C7_Macrophages_C1QA	GSE145926	415116
TYMP	Up	1.4062371643896685	C7_Macrophages_C1QA	GSE145926	1890
ATP5PO	Down	-1.1376706666943854	C7_Macrophages_C1QA	GSE145926	539
MX2	Up	1.7433689304801057	C7_Macrophages_C1QA	GSE145926	4600
MX1	Up	2.668484424061102	C7_Macrophages_C1QA	GSE145926	4599
ATP8	Up	3.639335569159001	C7_Macrophages_C1QA	GSE145926	4509
ND4L	Up	2.8754862001433534	C7_Macrophages_C1QA	GSE145926	4539
ND6	Up	1.9724361701154571	C7_Macrophages_C1QA	GSE145926	4541
AC020656.1	Down	-1.138087376409085	C7_Macrophages_C1QA	GSE145926	NA
MT1E	Up	1.1972539644721074	C7_Macrophages_C1QA	GSE145926	4493
TIMP1	Up	1.4903623077127297	C7_Macrophages_C1QA	GSE145926	7076
S100A8	Up	1.1397673705174345	C7_Macrophages_C1QA	GSE145926	6279
ISG15	Up	2.6648520832727463	C4_T|NK_NKG7	GSE145926	9636
C1QA	Down	-3.3071688601340243	C4_T|NK_NKG7	GSE145926	712
GNLY	Up	4.693238529640568	C4_T|NK_NKG7	GSE145926	10578
MTRNR2L12	Up	3.895191088699912	C4_T|NK_NKG7	GSE145926	100463498
RPS10	Down	-2.9530266437777377	C4_T|NK_NKG7	GSE145926	6204
FABP4	Down	-3.253350572177304	C4_T|NK_NKG7	GSE145926	2167
IFITM1	Up	4.081068563580819	C4_T|NK_NKG7	GSE145926	8519
IFITM3	Up	3.1049937145289506	C4_T|NK_NKG7	GSE145926	10410
MALAT1	Down	-1.903431664662734	C4_T|NK_NKG7	GSE145926	378938
PTPRCAP	Up	2.9386652974997394	C4_T|NK_NKG7	GSE145926	5790
LYZ	Down	-4.364419003064454	C4_T|NK_NKG7	GSE145926	4069
RPL21	Down	-1.7499663368043257	C4_T|NK_NKG7	GSE145926	6144
ISG20	Up	2.5820695834242695	C4_T|NK_NKG7	GSE145926	3669
TAOK1	Up	3.4742007769264154	C4_T|NK_NKG7	GSE145926	57551
APOE	Down	-3.425669733739636	C4_T|NK_NKG7	GSE145926	348
APOC1	Down	-4.493953074272547	C4_T|NK_NKG7	GSE145926	341
FTL	Down	-2.0966038926196138	C4_T|NK_NKG7	GSE145926	2512
RPL13A	Down	-1.905120506022003	C4_T|NK_NKG7	GSE145926	23521
MX1	Up	2.8362122303148594	C4_T|NK_NKG7	GSE145926	4599
ATP8	Up	3.533984364655542	C4_T|NK_NKG7	GSE145926	4509
ND4L	Up	3.204355153147872	C4_T|NK_NKG7	GSE145926	4539
MT2A	Up	2.8097502062378874	C4_T|NK_NKG7	GSE145926	4502
GZMB	Up	2.8000047557812717	C4_T|NK_NKG7	GSE145926	3002
PRF1	Up	2.186191663040761	C4_T|NK_NKG7	GSE145926	5551
IRF7	Up	2.2706651065105645	C4_T|NK_NKG7	GSE145926	3665
NKG7	Up	2.020962445342307	C4_T|NK_NKG7	GSE145926	4818
C1QB	Down	-3.020176056246876	C4_T|NK_NKG7	GSE145926	713
RPL27A	Down	-2.077367540231393	C4_T|NK_NKG7	GSE145926	6157
LY6E	Up	1.6978709933995884	C4_T|NK_NKG7	GSE145926	4061
UBE2L6	Up	1.829725204278955	C4_T|NK_NKG7	GSE145926	9246
RSAD2	Up	2.539665252257205	C4_T|NK_NKG7	GSE145926	91543
HLA-DRA	Down	-2.7665830760791814	C4_T|NK_NKG7	GSE145926	3122
IFITM2	Up	1.6174583611745097	C4_T|NK_NKG7	GSE145926	10581
GAPDH	Up	1.6638272838315942	C4_T|NK_NKG7	GSE145926	2597
TNFSF10	Up	2.491653779281534	C4_T|NK_NKG7	GSE145926	8743
PLSCR1	Up	1.9102320048097607	C4_T|NK_NKG7	GSE145926	5359
IFI6	Up	1.900299069157246	C4_T|NK_NKG7	GSE145926	2537
CST3	Down	-2.928027746897084	C4_T|NK_NKG7	GSE145926	1471
OASL	Up	1.981213159699505	C4_T|NK_NKG7	GSE145926	8638
TAP1	Up	1.6528387827711255	C4_T|NK_NKG7	GSE145926	6890
IFIT1	Up	2.4639277269061917	C4_T|NK_NKG7	GSE145926	3434
IFI44L	Up	1.8670424411019084	C4_T|NK_NKG7	GSE145926	10964
CD38	Up	2.1812622844884526	C4_T|NK_NKG7	GSE145926	952
H3F3B	Up	1.322102677624057	C4_T|NK_NKG7	GSE145926	NA
OAS1	Up	1.9267501988969564	C4_T|NK_NKG7	GSE145926	4938
ALDOA	Up	1.6436671748485412	C4_T|NK_NKG7	GSE145926	226
IFIT3	Up	2.3394740041918007	C4_T|NK_NKG7	GSE145926	3437
RNF213	Up	1.6052745159930413	C4_T|NK_NKG7	GSE145926	57674
ATP6V0C	Up	1.6869388549318978	C4_T|NK_NKG7	GSE145926	527
NME2	Up	1.72689007157405	C4_T|NK_NKG7	GSE145926	4831
RPS29	Down	-1.2176872771226188	C4_T|NK_NKG7	GSE145926	6235
STAT1	Up	1.7364580392841833	C4_T|NK_NKG7	GSE145926	6772
RAC2	Up	1.4141178491993442	C4_T|NK_NKG7	GSE145926	5880
HERC5	Up	1.8757728124266904	C4_T|NK_NKG7	GSE145926	51191
XAF1	Up	1.460468779736419	C4_T|NK_NKG7	GSE145926	54739
LIMD2	Up	1.4565785458399136	C4_T|NK_NKG7	GSE145926	80774
LAG3	Up	1.8691800928010969	C4_T|NK_NKG7	GSE145926	3902
BST2	Up	1.411860601892838	C4_T|NK_NKG7	GSE145926	684
CST7	Up	1.482752710560109	C4_T|NK_NKG7	GSE145926	8530
GBP1	Up	1.8169687924947269	C4_T|NK_NKG7	GSE145926	2633
AC116366.3	Up	1.5962265767416957	C4_T|NK_NKG7	GSE145926	NA
RETN	Down	-2.1155970944870135	C4_T|NK_NKG7	GSE145926	56729
OAS3	Up	1.6198498307581732	C4_T|NK_NKG7	GSE145926	4940
CMPK2	Up	1.6827297104607086	C4_T|NK_NKG7	GSE145926	129607
RPS20	Down	-2.0926403419104336	C4_T|NK_NKG7	GSE145926	6224
PSMB10	Up	1.2883270618917084	C4_T|NK_NKG7	GSE145926	5699
RARRES3	Up	1.3790293028719982	C4_T|NK_NKG7	GSE145926	NA
IFI35	Up	1.3561177994005016	C4_T|NK_NKG7	GSE145926	3430
SP100	Up	1.231115028769003	C4_T|NK_NKG7	GSE145926	6672
EPSTI1	Up	1.3564949561731434	C4_T|NK_NKG7	GSE145926	94240
ZBP1	Up	1.5833417343312115	C4_T|NK_NKG7	GSE145926	81030
USP18	Up	1.529875495651465	C4_T|NK_NKG7	GSE145926	11274
HSPA8	Up	1.3499838200311802	C4_T|NK_NKG7	GSE145926	3312
MARCO	Down	-2.3761397484889306	C4_T|NK_NKG7	GSE145926	8685
ND2	Down	-1.368121219407887	C4_T|NK_NKG7	GSE145926	4536
MX2	Up	1.6838637205971123	C4_T|NK_NKG7	GSE145926	4600
COX5A	Up	1.2860321220359732	C4_T|NK_NKG7	GSE145926	9377
TRIM22	Up	1.3701698978200167	C4_T|NK_NKG7	GSE145926	10346
SMCHD1	Up	1.2372113265295894	C4_T|NK_NKG7	GSE145926	23347
IFIT2	Up	2.2897837404477963	C4_T|NK_NKG7	GSE145926	3433
SHISA5	Up	1.2380023540542302	C4_T|NK_NKG7	GSE145926	51246
FTH1	Down	-1.5858534666012298	C4_T|NK_NKG7	GSE145926	2495
HLA-C	Up	1.024928051626226	C4_T|NK_NKG7	GSE145926	3107
SAMD9L	Up	1.3608325402828167	C4_T|NK_NKG7	GSE145926	219285
IFI16	Up	1.1663972749931646	C4_T|NK_NKG7	GSE145926	3428
PSMB9	Up	1.1184274671916166	C4_T|NK_NKG7	GSE145926	5698
OAS2	Up	1.3733580171768625	C4_T|NK_NKG7	GSE145926	4939
IFI44	Up	1.2234431503632506	C4_T|NK_NKG7	GSE145926	10561
ND6	Up	1.7073812918277116	C4_T|NK_NKG7	GSE145926	4541
MIF	Up	1.087796413980692	C4_T|NK_NKG7	GSE145926	4282
NT5C3A	Up	1.4287213470436253	C4_T|NK_NKG7	GSE145926	51251
HSH2D	Up	1.3401242412497776	C4_T|NK_NKG7	GSE145926	84941
EIF2AK2	Up	1.2826991154607823	C4_T|NK_NKG7	GSE145926	5610
RPLP0	Up	1.0871524120509917	C4_T|NK_NKG7	GSE145926	6175
ND4	Down	-1.5560218570120377	C4_T|NK_NKG7	GSE145926	4538
SAMD9	Up	1.3084637413922535	C4_T|NK_NKG7	GSE145926	54809
C1orf56	Down	-1.8519909706486273	C4_T|NK_NKG7	GSE145926	54964
CTSW	Up	1.300344261509443	C4_T|NK_NKG7	GSE145926	1521
PSMA6	Up	1.174266825566227	C4_T|NK_NKG7	GSE145926	5687
MCL1	Up	1.0939756612240028	C4_T|NK_NKG7	GSE145926	4170
AC114760.2	Down	-1.7283939357584897	C4_T|NK_NKG7	GSE145926	NA
PARP9	Up	1.2308974342112156	C4_T|NK_NKG7	GSE145926	83666
ACTB	Up	1.1469467005892744	C4_T|NK_NKG7	GSE145926	60
PSMB8	Up	1.012869397408177	C4_T|NK_NKG7	GSE145926	5696
GBP2	Up	1.1831587840878792	C4_T|NK_NKG7	GSE145926	2634
WIPF1	Up	1.0251378729127698	C4_T|NK_NKG7	GSE145926	7456
LAP3	Up	1.1366984562307405	C4_T|NK_NKG7	GSE145926	51056
IDH2	Up	1.0915611415913076	C4_T|NK_NKG7	GSE145926	3418
STK17A	Up	1.0293391108950414	C4_T|NK_NKG7	GSE145926	9263
CD7	Up	1.108132574133586	C4_T|NK_NKG7	GSE145926	924
C19orf66	Up	1.0786156284720383	C4_T|NK_NKG7	GSE145926	NA
NMI	Up	1.1061655507073196	C4_T|NK_NKG7	GSE145926	9111
RPS17	Down	-2.611588613962704	C4_T|NK_NKG7	GSE145926	6218
CCL4	Up	2.721484607914318	C4_T|NK_NKG7	GSE145926	6351
GBP4	Up	1.2932004770326675	C4_T|NK_NKG7	GSE145926	115361
DDX58	Up	1.403334555681084	C4_T|NK_NKG7	GSE145926	NA
GBP5	Up	1.1144010873065155	C4_T|NK_NKG7	GSE145926	115362
LDHA	Up	1.0873354537421154	C4_T|NK_NKG7	GSE145926	3939
CNN2	Up	1.0591312728785072	C4_T|NK_NKG7	GSE145926	1265
GNG2	Up	1.0257692353634584	C4_T|NK_NKG7	GSE145926	54331
SH2D2A	Up	1.0755501900880962	C4_T|NK_NKG7	GSE145926	9047
DDX60	Up	1.225059672593842	C4_T|NK_NKG7	GSE145926	55601
HIST1H4C	Up	1.7778473698971464	C4_T|NK_NKG7	GSE145926	NA
HAVCR2	Up	1.272905662543211	C4_T|NK_NKG7	GSE145926	84868
CORO1A	Up	1.0064581016621177	C4_T|NK_NKG7	GSE145926	11151
IFIH1	Up	1.260122895786109	C4_T|NK_NKG7	GSE145926	64135
ZNFX1	Up	1.0954592098737606	C4_T|NK_NKG7	GSE145926	57169
GZMH	Up	1.2048682451125663	C4_T|NK_NKG7	GSE145926	2999
IFI27	Up	2.1127469241897576	C4_T|NK_NKG7	GSE145926	3429
GZMK	Up	1.200800032922734	C4_T|NK_NKG7	GSE145926	3003
GIMAP4	Up	1.002115858405153	C4_T|NK_NKG7	GSE145926	55303
DTX3L	Up	1.086208336453733	C4_T|NK_NKG7	GSE145926	151636
KLF6	Up	1.0013522672044075	C4_T|NK_NKG7	GSE145926	1316
COTL1	Up	1.233821788872283	C4_T|NK_NKG7	GSE145926	23406
RTP4	Up	1.0738805206492268	C4_T|NK_NKG7	GSE145926	64108
TRANK1	Up	1.160442510699173	C4_T|NK_NKG7	GSE145926	9881
GZMA	Up	1.02578264604595	C4_T|NK_NKG7	GSE145926	3001
LYST	Up	1.0306316371499369	C4_T|NK_NKG7	GSE145926	1130
GCH1	Up	1.066880164862615	C4_T|NK_NKG7	GSE145926	2643
CLIC3	Up	1.3008290032542793	C4_T|NK_NKG7	GSE145926	9022
HIF1A	Up	1.064035575770033	C4_T|NK_NKG7	GSE145926	3091
LST1	Down	-1.8758442684398176	C4_T|NK_NKG7	GSE145926	7940
TNFAIP3	Up	1.2131752722168958	C4_T|NK_NKG7	GSE145926	7128
FBP1	Down	-1.7336665081397642	C4_T|NK_NKG7	GSE145926	2203
SAT1	Up	1.370924778949382	C4_T|NK_NKG7	GSE145926	6303
SNHG25	Down	-1.6497445639105253	C4_T|NK_NKG7	GSE145926	105376843
SELL	Up	1.3692886154251207	C4_T|NK_NKG7	GSE145926	6402
CTSD	Down	-1.8897841567856224	C4_T|NK_NKG7	GSE145926	1509
CD69	Up	1.1182518856547907	C4_T|NK_NKG7	GSE145926	969
SRGN	Up	1.027579284288464	C4_T|NK_NKG7	GSE145926	5552
ZFP36	Up	1.1509606103055792	C4_T|NK_NKG7	GSE145926	7538
LIME1	Up	1.067673274160112	C4_T|NK_NKG7	GSE145926	54923
ACTG1	Up	1.0323869907583862	C4_T|NK_NKG7	GSE145926	71
HLA-DRB1	Down	-1.9400543453226649	C4_T|NK_NKG7	GSE145926	3123
CSTA	Down	-1.789059845818812	C4_T|NK_NKG7	GSE145926	1475
CCR1	Up	1.0063417598973217	C4_T|NK_NKG7	GSE145926	1230
VSIG4	Down	-1.4210237153692646	C4_T|NK_NKG7	GSE145926	11326
ALDH2	Down	-1.4052386957045904	C4_T|NK_NKG7	GSE145926	217
MS4A7	Down	-1.7985136810051667	C4_T|NK_NKG7	GSE145926	58475
HMGB2	Up	1.5047421206546134	C4_T|NK_NKG7	GSE145926	3148
RPL38	Down	-1.0008159540757693	C4_T|NK_NKG7	GSE145926	6169
CCL2	Up	2.3234727114170255	C4_T|NK_NKG7	GSE145926	6347
PTGER2	Up	1.0134288671060516	C4_T|NK_NKG7	GSE145926	5732
MSR1	Down	-1.388412492390234	C4_T|NK_NKG7	GSE145926	4481
OLR1	Down	-1.4564926324630283	C4_T|NK_NKG7	GSE145926	4973
CD8A	Up	1.2697165727268338	C4_T|NK_NKG7	GSE145926	925
HIST1H1E	Up	1.314776414003021	C4_T|NK_NKG7	GSE145926	NA
MCEMP1	Down	-1.455834696403152	C4_T|NK_NKG7	GSE145926	199675
RPL36A	Down	-1.3695989609692627	C4_T|NK_NKG7	GSE145926	6173
CCL3	Up	2.1473365542384775	C4_T|NK_NKG7	GSE145926	6348
SERPINA1	Down	-1.8043890533906288	C4_T|NK_NKG7	GSE145926	5265
GRN	Down	-2.20750990798479	C4_T|NK_NKG7	GSE145926	2896
MRC1	Down	-1.0702391711007018	C4_T|NK_NKG7	GSE145926	4360
CD8B	Up	1.0511503841648913	C4_T|NK_NKG7	GSE145926	926
RBP4	Down	-1.0591984281614992	C4_T|NK_NKG7	GSE145926	5950
NUPR1	Down	-1.9566431854499649	C4_T|NK_NKG7	GSE145926	26471
MTRNR2L8	Up	1.0425301770931077	C4_T|NK_NKG7	GSE145926	100463486
CES1	Down	-1.234384316340583	C4_T|NK_NKG7	GSE145926	1066
GPNMB	Down	-1.348788372090897	C4_T|NK_NKG7	GSE145926	10457
MT1X	Up	1.159216464128339	C4_T|NK_NKG7	GSE145926	4501
TUBB	Up	1.0554035358011016	C4_T|NK_NKG7	GSE145926	203068
RPL17	Down	-1.4550700209407164	C4_T|NK_NKG7	GSE145926	6139
CCL4L2	Up	3.5710685957248884	C4_T|NK_NKG7	GSE145926	9560
CFD	Down	-1.4496367748327397	C4_T|NK_NKG7	GSE145926	1675
FCGRT	Down	-1.5291391889240455	C4_T|NK_NKG7	GSE145926	2217
MT1E	Up	1.0451177712495956	C4_T|NK_NKG7	GSE145926	4493
RPL31	Down	-1.2986304168530842	C4_T|NK_NKG7	GSE145926	6160
LINC02446	Up	1.161019498900329	C4_T|NK_NKG7	GSE145926	101060038
KLRC3	Up	1.0178408782791224	C4_T|NK_NKG7	GSE145926	3823
NDUFB8	Down	-1.368322453848427	C4_T|NK_NKG7	GSE145926	4714
RPL7	Down	-1.0886069623304362	C4_T|NK_NKG7	GSE145926	6129
CXCL10	Up	1.38809835660325	C4_T|NK_NKG7	GSE145926	3627
AC058791.1	Down	-1.0004735552886437	C4_T|NK_NKG7	GSE145926	NA
TYMS	Up	1.0400874283507264	C4_T|NK_NKG7	GSE145926	7298
SMIM25	Down	-1.1723461788484062	C4_T|NK_NKG7	GSE145926	NA
TYROBP	Down	-1.440695979546109	C4_T|NK_NKG7	GSE145926	7305
ATP6	Down	-1.492476963794214	C4_T|NK_NKG7	GSE145926	4508
HLA-DQB1	Down	-1.892710059773884	C4_T|NK_NKG7	GSE145926	3119
TMBIM4	Down	-1.3878322288492633	C4_T|NK_NKG7	GSE145926	51643
CCL3L1	Up	1.715790792202244	C4_T|NK_NKG7	GSE145926	6349
FN1	Down	-1.182499240320418	C4_T|NK_NKG7	GSE145926	2335
CCL8	Up	1.1239123908913369	C4_T|NK_NKG7	GSE145926	6355
CXCL16	Down	-1.027534803894942	C4_T|NK_NKG7	GSE145926	58191
PSAP	Down	-1.9987165424864697	C4_T|NK_NKG7	GSE145926	5660
SERPING1	Down	-1.3688765093926634	C4_T|NK_NKG7	GSE145926	710
RPL23	Down	-1.210845553709237	C4_T|NK_NKG7	GSE145926	9349
FOS	Up	1.0158252086609016	C4_T|NK_NKG7	GSE145926	2353
S100A9	Down	-1.1281360228724748	C4_T|NK_NKG7	GSE145926	6280
IGLV3-19	Up	1.2560049632632062	C4_T|NK_NKG7	GSE145926	28797
CRIP1	Down	-1.6475942443392524	C4_T|NK_NKG7	GSE145926	1396
CD9	Down	-1.4189339185431886	C4_T|NK_NKG7	GSE145926	928
LTA4H	Down	-1.501111342171947	C4_T|NK_NKG7	GSE145926	4048
C1orf162	Down	-1.211377524840369	C4_T|NK_NKG7	GSE145926	128346
STMN1	Up	1.0334643168897726	C4_T|NK_NKG7	GSE145926	3925
CD63	Down	-1.1361998258725223	C4_T|NK_NKG7	GSE145926	967
CTSZ	Down	-1.1773523280477298	C4_T|NK_NKG7	GSE145926	1522
AIF1	Down	-1.5120482146262066	C4_T|NK_NKG7	GSE145926	199
HLA-DPA1	Down	-1.4077887703187768	C4_T|NK_NKG7	GSE145926	3113
HLA-DQA1	Down	-1.570195333085716	C4_T|NK_NKG7	GSE145926	3117
